layer,matrix,expert_i,expert_j,same_original_pair,cosine_distance
2,w2,0,5,0,1.000164270401001
2,w2,0,6,0,0.00026100873947143555
2,w2,0,7,0,1.0001630783081055
2,w2,1,2,0,1.0001630783081055
2,w2,1,3,0,-0.0002338886260986328
2,w2,1,4,0,1.0001630783081055
2,w2,1,5,0,0.00026166439056396484
2,w2,1,6,0,1.0001721382141113
2,w2,1,7,0,-0.0002338886260986328
2,w2,2,3,1,1.0001630783081055
2,w2,2,4,0,-0.00026106834411621094
2,w2,2,5,0,1.000164270401001
2,w2,2,6,0,0.00026100873947143555
2,w2,2,7,0,1.0001630783081055
2,w2,3,4,0,1.0001630783081055
2,w2,3,5,0,0.00026166439056396484
2,w2,3,6,0,1.0001721382141113
2,w2,3,7,0,-0.0002338886260986328
2,w2,4,5,1,1.000164270401001
2,w2,4,6,0,0.00026100873947143555
2,w2,4,7,0,1.0001630783081055
2,w2,5,6,0,1.00017249584198
2,w2,5,7,0,0.00026166439056396484
2,w2,6,7,1,1.0001721382141113
2,w3,0,1,1,0.9996269345283508
2,w3,0,2,0,-0.00028824806213378906
2,w3,0,3,0,0.9996269345283508
2,w3,0,4,0,-0.00028824806213378906
2,w3,0,5,0,0.9996461272239685
2,w3,0,6,0,0.0017116665840148926
2,w3,0,7,0,0.9996269345283508
2,w3,1,2,0,0.9996269345283508
2,w3,1,3,0,-0.00023353099822998047
2,w3,1,4,0,0.9996269345283508
2,w3,1,5,0,0.0016999244689941406
2,w3,1,6,0,0.999664843082428
2,w3,1,7,0,-0.00023353099822998047
2,w3,2,3,1,0.9996269345283508
2,w3,2,4,0,-0.00028824806213378906
2,w3,2,5,0,0.9996461272239685
2,w3,2,6,0,0.0017116665840148926
2,w3,2,7,0,0.9996269345283508
2,w3,3,4,0,0.9996269345283508
2,w3,3,5,0,0.0016999244689941406
2,w3,3,6,0,0.999664843082428
2,w3,3,7,0,-0.00023353099822998047
2,w3,4,5,1,0.9996461272239685
2,w3,4,6,0,0.0017116665840148926
2,w3,4,7,0,0.9996269345283508
2,w3,5,6,0,0.9996822476387024
2,w3,5,7,0,0.0016999244689941406
2,w3,6,7,1,0.999664843082428
3,w1,0,1,1,0.9916917681694031
3,w1,0,2,0,0.0002630949020385742
3,w1,0,3,0,0.9915947914123535
3,w1,0,4,0,0.0013269782066345215
3,w1,0,5,0,0.9916169047355652
3,w1,0,6,0,0.0016502141952514648
3,w1,0,7,0,0.9916355609893799
3,w1,1,2,0,0.9916818737983704
3,w1,1,3,0,0.0011048316955566406
3,w1,1,4,0,0.9916878938674927
3,w1,1,5,0,0.0017170310020446777
3,w1,1,6,0,0.9916131496429443
3,w1,1,7,0,0.0016611814498901367
3,w1,2,3,1,0.9915878176689148
3,w1,2,4,0,0.0013017654418945312
3,w1,2,5,0,0.991608202457428
3,w1,2,6,0,0.001619100570678711
3,w1,2,7,0,0.99162757396698
3,w1,3,4,0,0.9915913343429565
3,w1,3,5,0,0.0017208456993103027
3,w1,3,6,0,0.991518497467041
3,w1,3,7,0,0.0016635656356811523
3,w1,4,5,1,0.9916118383407593
3,w1,4,6,0,0.0026695728302001953
3,w1,4,7,0,0.9916306734085083
3,w1,5,6,0,0.9915376901626587
3,w1,5,7,0,0.00044929981231689453
3,w1,6,7,1,0.9915555715560913
3,w2,0,1,1,0.9997467994689941
3,w2,0,2,0,-7.939338684082031e-05
3,w2,0,3,0,0.9997398257255554
3,w2,0,4,0,0.000296175479888916
3,w2,0,5,0,0.9997535347938538
3,w2,0,6,0,0.00041097402572631836
3,w2,0,7,0,0.999756395816803
3,w2,1,2,0,0.9997602701187134
3,w2,1,3,0,0.00021159648895263672
3,w2,1,4,0,0.9997643828392029
3,w2,1,5,0,0.00042998790740966797
3,w2,1,6,0,0.9997468590736389
3,w2,1,7,0,0.00041031837463378906
3,w2,2,3,1,0.9997527003288269
3,w2,2,4,0,0.0002853870391845703
3,w2,2,5,0,0.9997673034667969
3,w2,2,6,0,0.0004023313522338867
3,w2,2,7,0,0.9997701048851013
3,w2,3,4,0,0.9997565746307373
3,w2,3,5,0,0.0004259347915649414
3,w2,3,6,0,0.9997391104698181
3,w2,3,7,0,0.0004143714904785156
3,w2,4,5,1,0.9997711777687073
3,w2,4,6,0,0.0007758140563964844
3,w2,4,7,0,0.9997737407684326
3,w2,5,6,0,0.9997535943984985
3,w2,5,7,0,-5.602836608886719e-06
3,w2,6,7,1,0.9997568726539612
3,w3,0,1,1,0.9991984963417053
3,w3,0,2,0,0.00039076805114746094
3,w3,0,3,0,0.9991716742515564
3,w3,0,4,0,0.0018146038055419922
3,w3,0,5,0,0.9992375373840332
3,w3,0,6,0,0.0022206902503967285
3,w3,0,7,0,0.9992101788520813
3,w3,1,2,0,0.9991919994354248
3,w3,1,3,0,0.0014834403991699219
3,w3,1,4,0,0.9991781115531921
3,w3,1,5,0,0.0022897720336914062
3,w3,1,6,0,0.9991599321365356
3,w3,1,7,0,0.002217411994934082
3,w3,2,3,1,0.9991658329963684
3,w3,2,4,0,0.0017868280410766602
3,w3,2,5,0,0.999232292175293
3,w3,2,6,0,0.0021904706954956055
3,w3,2,7,0,0.9992051720619202
3,w3,3,4,0,0.9991516470909119
3,w3,3,5,0,0.002306640148162842
3,w3,3,6,0,0.9991341233253479
3,w3,3,7,0,0.002238035202026367
3,w3,4,5,1,0.9992206692695618
3,w3,4,6,0,0.0036035776138305664
3,w3,4,7,0,0.9991942644119263
3,w3,5,6,0,0.9992054104804993
3,w3,5,7,0,0.0006582140922546387
3,w3,6,7,1,0.9991792440414429
4,w1,0,1,1,0.9930289387702942
4,w1,0,2,0,0.001402735710144043
4,w1,0,3,0,0.993019700050354
4,w1,0,4,0,-0.0002918243408203125
4,w1,0,5,0,0.9929690957069397
4,w1,0,6,0,0.0014300346374511719
4,w1,0,7,0,0.9930164813995361
4,w1,1,2,0,0.992957353591919
4,w1,1,3,0,-0.0001016855239868164
4,w1,1,4,0,0.9930289387702942
4,w1,1,5,0,0.0015271902084350586
4,w1,1,6,0,0.9929419159889221
4,w1,1,7,0,0.001505434513092041
4,w1,2,3,1,0.9929481744766235
4,w1,2,4,0,0.001402735710144043
4,w1,2,5,0,0.9928934574127197
4,w1,2,6,0,0.0006418824195861816
4,w1,2,7,0,0.992942214012146
4,w1,3,4,0,0.993019700050354
4,w1,3,5,0,0.0015243291854858398
4,w1,3,6,0,0.9929330348968506
4,w1,3,7,0,0.0015022754669189453
4,w1,4,5,1,0.9929690957069397
4,w1,4,6,0,0.0014300346374511719
4,w1,4,7,0,0.9930164813995361
4,w1,5,6,0,0.9928795695304871
4,w1,5,7,0,0.00040268898010253906
4,w1,6,7,1,0.9929280877113342
4,w2,0,1,1,1.0002057552337646
4,w2,0,2,0,0.00028896331787109375
4,w2,0,3,0,1.0002084970474243
4,w2,0,4,0,-0.0003273487091064453
4,w2,0,5,0,1.0002012252807617
4,w2,0,6,0,0.0003032684326171875
4,w2,0,7,0,1.0001972913742065
4,w2,1,2,0,1.0001877546310425
4,w2,1,3,0,-0.00020122528076171875
4,w2,1,4,0,1.0002057552337646
4,w2,1,5,0,0.00033783912658691406
4,w2,1,6,0,1.0001908540725708
4,w2,1,7,0,0.0003250241279602051
4,w2,2,3,1,1.0001903772354126
4,w2,2,4,0,0.00028896331787109375
4,w2,2,5,0,1.0001821517944336
4,w2,2,6,0,3.4928321838378906e-05
4,w2,2,7,0,1.000178575515747
4,w2,3,4,0,1.0002084970474243
4,w2,3,5,0,0.0003389120101928711
4,w2,3,6,0,1.00019371509552
4,w2,3,7,0,0.00032317638397216797
4,w2,4,5,1,1.0002012252807617
4,w2,4,6,0,0.0003032684326171875
4,w2,4,7,0,1.0001972913742065
4,w2,5,6,0,1.0001858472824097
4,w2,5,7,0,-3.695487976074219e-05
4,w2,6,7,1,1.0001823902130127
4,w3,0,1,1,0.9998969435691833
4,w3,0,2,0,0.0017985701560974121
4,w3,0,3,0,0.9998913407325745
4,w3,0,4,0,-0.00031566619873046875
4,w3,0,5,0,0.9998654127120972
4,w3,0,6,0,0.0018314123153686523
4,w3,0,7,0,0.9998572468757629
4,w3,1,2,0,0.9999017715454102
4,w3,1,3,0,-0.00010859966278076172
4,w3,1,4,0,0.9998969435691833
4,w3,1,5,0,0.001939237117767334
4,w3,1,6,0,0.9998796582221985
4,w3,1,7,0,0.0018875598907470703
4,w3,2,3,1,0.9998958110809326
4,w3,2,4,0,0.0017985701560974121
4,w3,2,5,0,0.9998775720596313
4,w3,2,6,0,0.0008159875869750977
4,w3,2,7,0,0.9998692274093628
4,w3,3,4,0,0.9998913407325745
4,w3,3,5,0,0.0019312500953674316
4,w3,3,6,0,0.9998739957809448
4,w3,3,7,0,0.0018892288208007812
4,w3,4,5,1,0.9998654127120972
4,w3,4,6,0,0.0018314123153686523
4,w3,4,7,0,0.9998572468757629
4,w3,5,6,0,0.999851405620575
4,w3,5,7,0,0.0005263686180114746
4,w3,6,7,1,0.9998447299003601
5,w1,0,1,1,0.9932663440704346
5,w1,0,2,0,0.000912785530090332
5,w1,0,3,0,0.993189811706543
5,w1,0,4,0,0.0007361173629760742
5,w1,0,5,0,0.9932494163513184
